SUBJECT;LABEL;DICE;HDRFDST95;PRCISON;SNSVTY;VOLSMTY
122317;Amygdala;0.576474583946564;27.820855486487112;0.46098135071519103;0.7691842900302115;0.7494622438582588
122317;GreyMatter;0.6980384910953122;4.47213595499958;0.5524538585957061;0.9478083696672736;0.7364763948437778
122317;Hippocampus;0.3907154589762232;23.49468024894146;0.24696190897641013;0.9349226804123711;0.41791205536257636
122317;Thalamus;0.7483720236615797;20.83266665599966;0.6268476495815464;0.928346796571499;0.8061341154247651
122317;WhiteMatter;0.8186178789878689;3.605551275463989;0.7098407079646017;0.9667668375464027;0.8467583363383386
122317-PP;Amygdala;0.576474583946564;27.820855486487112;0.46098135071519103;0.7691842900302115;0.7494622438582588
122317-PP;GreyMatter;0.6980384910953122;4.47213595499958;0.5524538585957061;0.9478083696672736;0.7364763948437778
122317-PP;Hippocampus;0.3907154589762232;23.49468024894146;0.24696190897641013;0.9349226804123711;0.41791205536257636
122317-PP;Thalamus;0.7483720236615797;20.83266665599966;0.6268476495815464;0.928346796571499;0.8061341154247651
122317-PP;WhiteMatter;0.8186178789878689;3.605551275463989;0.7098407079646017;0.9667668375464027;0.8467583363383386
122620;Amygdala;0.5442218174458612;25.495097567963924;0.4252728135378776;0.7555493116043832;0.7202995345071848
122620;GreyMatter;0.7017802736759413;5.385164807134504;0.5540184080571392;0.957028747633921;0.7332906931071455
122620;Hippocampus;0.3951118241011607;22.02271554554524;0.2565720938783014;0.8588717948717949;0.46003585920543555
122620;Thalamus;0.684241032136187;37.53664875824692;0.5571598377849252;0.8864230491128539;0.7719125002683382
122620;WhiteMatter;0.7949727352880064;3.605551275463989;0.6747539264520127;0.9673165098433133;0.8218331096372754
122620-PP;Amygdala;0.5442218174458612;25.495097567963924;0.4252728135378776;0.7555493116043832;0.7202995345071848
122620-PP;GreyMatter;0.7017802736759413;5.385164807134504;0.5540184080571392;0.957028747633921;0.7332906931071455
122620-PP;Hippocampus;0.3951118241011607;22.02271554554524;0.2565720938783014;0.8588717948717949;0.46003585920543555
122620-PP;Thalamus;0.684241032136187;37.53664875824692;0.5571598377849252;0.8864230491128539;0.7719125002683382
122620-PP;WhiteMatter;0.7949727352880064;3.605551275463989;0.6747539264520127;0.9673165098433133;0.8218331096372754
123117;Amygdala;0.5086705202312138;25.67099530598687;0.4112950340798442;0.6664562953613127;0.7632466281310212
123117;GreyMatter;0.696428283965108;5.830951894845301;0.5465921488188951;0.9594365784327716;0.7258721416507962
123117;Hippocampus;0.41787231952052273;20.73644135332772;0.26837040542672347;0.9434338952972493;0.4429269730539658
123117;Thalamus;0.6842582987551867;34.0147027033899;0.5534540623688995;0.8960267149649083;0.7636583679114799
123117;WhiteMatter;0.8302029439084049;3.7416573867739413;0.7342690622129184;0.9549721771184465;0.8693477818521133
123117-PP;Amygdala;0.5086705202312138;25.67099530598687;0.4112950340798442;0.6664562953613127;0.7632466281310212
123117-PP;GreyMatter;0.696428283965108;5.830951894845301;0.5465921488188951;0.9594365784327716;0.7258721416507962
123117-PP;Hippocampus;0.41787231952052273;20.73644135332772;0.26837040542672347;0.9434338952972493;0.4429269730539658
123117-PP;Thalamus;0.6842582987551867;34.0147027033899;0.5534540623688995;0.8960267149649083;0.7636583679114799
123117-PP;WhiteMatter;0.8302029439084049;3.7416573867739413;0.7342690622129184;0.9549721771184465;0.8693477818521133
123925;Amygdala;0.512380538662033;24.186773244895647;0.4044231098919938;0.698962962962963;0.7330582102519548
123925;GreyMatter;0.6820848256029357;5.0;0.5300690671648186;0.9563520775743184;0.7132151867468817
123925;Hippocampus;0.39874734160648767;20.346989949375804;0.25319799364853235;0.9378847845206685;0.42515599803687865
123925;Thalamus;0.7060912374150071;37.49666651850535;0.5701531443466927;0.9271445981031102;0.7615761757762847
123925;WhiteMatter;0.8245748429600123;4.242640687119285;0.7221762308504057;0.9608097067989955;0.858208276961669
123925-PP;Amygdala;0.512380538662033;24.186773244895647;0.4044231098919938;0.698962962962963;0.7330582102519548
123925-PP;GreyMatter;0.6820848256029357;5.0;0.5300690671648186;0.9563520775743184;0.7132151867468817
123925-PP;Hippocampus;0.39874734160648767;20.346989949375804;0.25319799364853235;0.9378847845206685;0.42515599803687865
123925-PP;Thalamus;0.7060912374150071;37.49666651850535;0.5701531443466927;0.9271445981031102;0.7615761757762847
123925-PP;WhiteMatter;0.8245748429600123;4.242640687119285;0.7221762308504057;0.9608097067989955;0.858208276961669
124422;Amygdala;0.5732056471517425;24.331050121192877;0.4516881904465536;0.784170718530524;0.7309704807977095
124422;GreyMatter;0.6725630937722117;5.0;0.5269898508613376;0.929256663432678;0.723764617719028
124422;Hippocampus;0.40556228548354534;20.346989949375804;0.2623673469387755;0.8928769863318147;0.4542196648495861
124422;Thalamus;0.7462446598373834;38.0;0.634793482083545;0.9051652086699727;0.824429234232165
124422;WhiteMatter;0.7756396226727409;3.4641016151377544;0.6435000740041107;0.9760709516304109;0.7946549596390783
124422-PP;Amygdala;0.5732056471517425;24.331050121192877;0.4516881904465536;0.784170718530524;0.7309704807977095
124422-PP;GreyMatter;0.6725630937722117;5.0;0.5269898508613376;0.929256663432678;0.723764617719028
124422-PP;Hippocampus;0.40556228548354534;20.346989949375804;0.2623673469387755;0.8928769863318147;0.4542196648495861
124422-PP;Thalamus;0.7462446598373834;38.0;0.634793482083545;0.9051652086699727;0.824429234232165
124422-PP;WhiteMatter;0.7756396226727409;3.4641016151377544;0.6435000740041107;0.9760709516304109;0.7946549596390783
