LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.48537524186356357
Amygdala;DICE;STD;0.04789762216978949
GreyMatter;DICE;MEAN;0.6823717001637959
GreyMatter;DICE;STD;0.011202762570876646
Hippocampus;DICE;MEAN;0.3448136455890528
Hippocampus;DICE;STD;0.010966979674870234
Thalamus;DICE;MEAN;0.743707289508984
Thalamus;DICE;STD;0.02583044462612893
WhiteMatter;DICE;MEAN;0.8142816829784237
WhiteMatter;DICE;STD;0.01791970802496204
