LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.5336874613935065
Amygdala;DICE;STD;0.03631561444355851
GreyMatter;DICE;MEAN;0.6840412019758451
GreyMatter;DICE;STD;0.010813834605435932
Hippocampus;DICE;MEAN;0.29824167179588257
Hippocampus;DICE;STD;0.006435841598639974
Thalamus;DICE;MEAN;0.7283802630376706
Thalamus;DICE;STD;0.025976281872413964
WhiteMatter;DICE;MEAN;0.8157194075793278
WhiteMatter;DICE;STD;0.017649128744421295
