SUBJECT;LABEL;AVGDIST;DICE;HDRFDST;HDRFDST95;PRCISON;SNSVTY;VOLSMTY
118932-PP;Thalamus;1.5975605307347789;0.6677673148261384;54.55272678794342;34.26368339802363;0.5405913801069236;0.8731876332622601;0.7647466470995883
118932-PP;WhiteMatter;0.3643410963237247;0.8113370696000619;22.9128784747792;3.1622776601683795;0.7046130020211412;0.9561619480301348;0.8485351997865652
120111;Amygdala;2.243917585404375;0.4947206335239771;67.14908785679818;20.8806130178211;0.4216347956505437;0.5984566258648217;0.8266608007039156
120111;GreyMatter;0.38869060649113857;0.6795589573484436;19.05255888325765;4.242640687119285;0.5233198139712619;0.9687970400799066;0.7014461535642114
120111;Hippocampus;2.8977167199894516;0.3753848940409346;72.26340706055866;24.515301344262525;0.2336132559319168;0.9548491131075789;0.39313530157580145
120111;Thalamus;2.2914384449220884;0.6351409978308026;62.25752966509352;39.293765408777;0.4899300273805902;0.9026905829596412;0.7036087556694932
120111;WhiteMatter;0.28314368129792855;0.8402162458039586;22.847319317591726;3.0;0.7514073618606428;0.9528314562937757;0.881809936326141
120111-PP;Amygdala;2.243917585404375;0.4947206335239771;67.14908785679818;20.8806130178211;0.4216347956505437;0.5984566258648217;0.8266608007039156
120111-PP;GreyMatter;0.38869060649113857;0.6795589573484436;19.05255888325765;4.242640687119285;0.5233198139712619;0.9687970400799066;0.7014461535642114
120111-PP;Hippocampus;2.8977167199894516;0.3753848940409346;72.26340706055866;24.515301344262525;0.2336132559319168;0.9548491131075789;0.39313530157580145
120111-PP;Thalamus;2.2914384449220884;0.6351409978308026;62.25752966509352;39.293765408777;0.4899300273805902;0.9026905829596412;0.7036087556694932
120111-PP;WhiteMatter;0.28314368129792855;0.8402162458039586;22.847319317591726;3.0;0.7514073618606428;0.9528314562937757;0.881809936326141
122317;Amygdala;2.1352940441702155;0.5416904952533456;64.32728814430156;24.124676163629637;0.43585496042702004;0.7154078549848942;0.7571771703076747
122317;GreyMatter;0.38292337972703927;0.6938431238879629;21.283796653792763;3.605551275463989;0.5465484186016499;0.9498192489422927;0.7305001711226828
122317;Hippocampus;2.9744567230754626;0.3785279468732706;74.81978348003956;25.059928172283335;0.23791698413224235;0.9255154639175258;0.40899148812817876
122317;Thalamus;1.3178527447437731;0.7035171213000581;54.91812087098393;28.861739379323623;0.5641522079082583;0.93432817413825;0.7529657573998839
122317;WhiteMatter;0.3751600945346866;0.8167754499802277;20.396078054371138;4.0;0.7082125860347546;0.9646475806322015;0.8467086492301543
122317-PP;Amygdala;2.1352940441702155;0.5416904952533456;64.32728814430156;24.124676163629637;0.43585496042702004;0.7154078549848942;0.7571771703076747
122317-PP;GreyMatter;0.38292337972703927;0.6938431238879629;21.283796653792763;3.605551275463989;0.5465484186016499;0.9498192489422927;0.7305001711226828
122317-PP;Hippocampus;2.9744567230754626;0.3785279468732706;74.81978348003956;25.059928172283335;0.23791698413224235;0.9255154639175258;0.40899148812817876
122317-PP;Thalamus;1.3178527447437731;0.7035171213000581;54.91812087098393;28.861739379323623;0.5641522079082583;0.93432817413825;0.7529657573998839
122317-PP;WhiteMatter;0.3751600945346865;0.8167754499802277;20.396078054371138;4.0;0.7082125860347546;0.9646475806322015;0.8467086492301543
122620;Amygdala;2.701998498878104;0.49191996921893033;69.68500556073738;32.57299494980466;0.3739944420067281;0.7184602416409104;0.6846864178530203
122620;GreyMatter;0.399222422257524;0.6980190703406851;22.561028345356956;5.0990195135927845;0.5492726234359586;0.9572477117346662;0.7291937727129975
122620;Hippocampus;3.085966764475784;0.36894551805987863;77.93587107359485;25.079872407968907;0.23599851032744149;0.8449230769230769;0.43666166558434283
122620;Thalamus;2.7064101738670874;0.6470706826337648;56.94734409961539;38.65229618017538;0.5074787338329697;0.8925969186272874;0.7249304463529697
122620;WhiteMatter;0.3700845217403855;0.7940600742490719;29.5296461204668;4.0;0.6747444041354193;0.9646378713023513;0.8231690853864326
122620-PP;Amygdala;2.701998498878104;0.49191996921893033;69.68500556073738;32.57299494980466;0.3739944420067281;0.7184602416409104;0.6846864178530203
122620-PP;GreyMatter;0.399222422257524;0.6980190703406851;22.561028345356956;5.0990195135927845;0.5492726234359586;0.9572477117346662;0.7291937727129975
122620-PP;Hippocampus;3.085966764475784;0.36894551805987863;77.93587107359485;25.079872407968907;0.23599851032744149;0.8449230769230769;0.43666166558434283
122620-PP;Thalamus;2.7064101738670874;0.6470706826337648;56.94734409961539;38.65229618017538;0.5074787338329697;0.8925969186272874;0.7249304463529697
122620-PP;WhiteMatter;0.3700845217403855;0.7940600742490719;29.5296461204668;4.0;0.6747444041354193;0.9646378713023513;0.8231690853864326
123117;Amygdala;2.3812034818038694;0.4546485260770975;65.612498809297;18.027756377319946;0.4126575765371752;0.506153360681603;0.8982426303854876
123117;GreyMatter;0.4170273375207784;0.6931071712497353;22.338307903688676;5.385164807134504;0.5415197039444777;0.962554913161031;0.7200702648470941
123117;Hippocampus;2.9326473421790205;0.39742862544904517;80.5791536316931;25.019992006393608;0.2525228255646324;0.9325643300798581;0.4261675174891284
123117;Thalamus;2.5052766479169812;0.6240322202236647;68.0;38.02630668366309;0.4766726403823178;0.9032714512112293;0.6908579025572847
123117;WhiteMatter;0.34573202594336216;0.8302317540137542;21.656407827707714;4.47213595499958;0.7358770700463424;0.9523416857473592;0.8717792851440939
123117-PP;Amygdala;2.3812034818038694;0.4546485260770975;65.612498809297;18.027756377319946;0.4126575765371752;0.506153360681603;0.8982426303854876
123117-PP;GreyMatter;0.4170273375207784;0.6931071712497353;22.338307903688676;5.385164807134504;0.5415197039444777;0.962554913161031;0.7200702648470941
123117-PP;Hippocampus;2.9326473421790205;0.39742862544904517;80.5791536316931;25.019992006393608;0.2525228255646324;0.9325643300798581;0.4261675174891284
123117-PP;Thalamus;2.5052766479169812;0.6240322202236647;68.0;38.02630668366309;0.4766726403823178;0.9032714512112293;0.6908579025572847
123117-PP;WhiteMatter;0.34573202594336216;0.8302317540137542;21.656407827707714;4.47213595499958;0.7358770700463424;0.9523416857473592;0.8717792851440939
123925;Amygdala;2.7209968748626214;0.4956043956043956;70.46985170979147;29.546573405388315;0.39388646288209606;0.6681481481481482;0.7417582417582418
123925;GreyMatter;0.40509899097948804;0.6795272574145665;20.12461179749811;4.123105625617661;0.5264806471675093;0.9580218054086813;0.7093024955989262
123925;Hippocampus;2.77944294035247;0.40481790321431116;79.85612061701971;24.351591323771842;0.2582052913901264;0.9366754617414248;0.4321858741358421
123925;Thalamus;2.9931722168866783;0.64042099896207;69.57729514719583;37.0;0.4878759294195983;0.9317543580776771;0.687328149753264
123925;WhiteMatter;0.32076338335575355;0.8241793679056696;23.600847442411894;5.0;0.7226383228417198;0.958921601258737;0.8594856626691934
123925-PP;Amygdala;2.7209968748626214;0.4956043956043956;70.46985170979147;29.546573405388315;0.39388646288209606;0.6681481481481482;0.7417582417582418
123925-PP;GreyMatter;0.40509899097948804;0.6795272574145665;20.12461179749811;4.123105625617661;0.5264806471675093;0.9580218054086813;0.7093024955989262
123925-PP;Hippocampus;2.77944294035247;0.40481790321431116;79.85612061701971;24.351591323771842;0.2582052913901264;0.9366754617414248;0.4321858741358421
123925-PP;Thalamus;2.9931722168866783;0.64042099896207;69.57729514719583;37.0;0.4878759294195983;0.9317543580776771;0.687328149753264
123925-PP;WhiteMatter;0.32076338335575355;0.8241793679056696;23.600847442411894;5.0;0.7226383228417198;0.958921601258737;0.8594856626691934
124422;Amygdala;2.49963246402964;0.5094390750609701;65.71149062378664;21.863211109075447;0.38268421766861177;0.7617504051863857;0.668774275133231
124422;GreyMatter;0.42860941946915604;0.6694612582626158;21.213203435596427;4.47213595499958;0.522712418119333;0.930770249148855;0.7192551103506006
124422;Hippocampus;2.5747909273229452;0.3963324755789842;66.31741852635702;21.656407827707714;0.2556400670362253;0.8814312701411268;0.4496464886201814
124422;Thalamus;1.9673371261087105;0.7052397504263909;66.07571414672717;38.01315561749642;0.5756731989285211;0.9100685351312197;0.7749303741445195
124422;WhiteMatter;0.3922922495673722;0.7737634032687646;26.570660511172846;4.0;0.6421316076385813;0.9732774163385941;0.7950080730113023
124422-PP;Amygdala;2.49963246402964;0.5094390750609701;65.71149062378664;21.863211109075447;0.38268421766861177;0.7617504051863857;0.668774275133231
124422-PP;GreyMatter;0.428609419469156;0.6694612582626158;21.213203435596427;4.47213595499958;0.522712418119333;0.930770249148855;0.7192551103506006
124422-PP;Hippocampus;2.5747909273229452;0.3963324755789842;66.31741852635702;21.656407827707714;0.2556400670362253;0.8814312701411268;0.4496464886201814
124422-PP;Thalamus;1.9673371261087105;0.7052397504263909;66.07571414672717;38.01315561749642;0.5756731989285211;0.9100685351312197;0.7749303741445195
124422-PP;WhiteMatter;0.3922922495673722;0.7737634032687646;26.570660511172846;4.0;0.6421316076385813;0.9732774163385941;0.7950080730113023
