SUBJECT;LABEL;AVGDIST;DICE;HDRFDST
123925-PP;Hippocampus;3.0433203173660215;0.3900860117700317;25.25866188063018
123925-PP;Thalamus;1.097955773640498;0.738904777036331;23.727621035409346
123925-PP;WhiteMatter;0.34175304799885564;0.8245185581130614;3.0
124422;Amygdala;1.4603709766317827;0.6087146445342361;21.02379604162864
124422;GreyMatter;0.43220647185353045;0.6738820183200832;4.898979485566356
124422;Hippocampus;2.9516998707801667;0.3772341767715708;25.709920264364882
124422;Thalamus;0.9883069877299689;0.7606829588629861;24.269322199023193
124422;WhiteMatter;0.39095885713976813;0.77796175898339;3.1622776601683795
124422-PP;Amygdala;1.4603709766317827;0.6087146445342361;21.02379604162864
124422-PP;GreyMatter;0.43220647185353045;0.6738820183200832;4.898979485566356
124422-PP;Hippocampus;2.9516998707801667;0.3772341767715708;25.709920264364882
124422-PP;Thalamus;0.9883069877299689;0.7606829588629861;24.269322199023193
124422-PP;WhiteMatter;0.39095885713976813;0.77796175898339;3.1622776601683795
