SUBJECT;LABEL;AVGDIST;DICE;HDRFDST95;PRCISON;SNSVTY;VOLSMTY
120111;Thalamus;1.5561818004180996;0.6519768843803267;29.13760456866693;0.5181391660609265;0.8790358744394619;0.7416954226084065
120111;WhiteMatter;0.2827324795967453;0.8424776033911874;2.23606797749979;0.7555737805876371;0.9519703710993314;0.8849830088916505
120111-PP;Amygdala;1.7590314442870758;0.5361598763387435;27.018512172212592;0.45819966031326664;0.6460883448642896;0.829855360494645
120111-PP;GreyMatter;0.4024232465235742;0.6728506332787347;4.47213595499958;0.515287244193091;0.9692150624722407;0.6942222209820494
120111-PP;Hippocampus;3.207698438242817;0.37958296731240465;27.748873851023216;0.2374479407681629;0.9456346463948399;0.40140552036617505
120111-PP;Thalamus;1.5561818004180996;0.6519768843803267;29.13760456866693;0.5181391660609265;0.8790358744394619;0.7416954226084065
120111-PP;WhiteMatter;0.2827324795967453;0.8424776033911874;2.23606797749979;0.7555737805876371;0.9519703710993314;0.8849830088916505
122317;Amygdala;1.81549718289268;0.5692068429237948;28.91366458960192;0.4501054111033029;0.7740181268882175;0.735392135081093
122317;GreyMatter;0.39942030581298815;0.6875500029924405;4.123105625617661;0.5387811649281691;0.949813547016182;0.7238789182912408
122317;Hippocampus;3.7456436857153075;0.3620178041543027;29.478805945967352;0.22443805460223232;0.9354381443298969;0.38700346607485725
122317;Thalamus;2.045104135225647;0.6799574939937165;34.336569426778794;0.5436444904140962;0.9075044706172535;0.7492607651081131
122317;WhiteMatter;0.3429790863525323;0.8237269847750218;3.605551275463989;0.7187534145490849;0.9646074051456763;0.8539505091717821
122317-PP;Amygdala;1.81549718289268;0.5692068429237948;28.91366458960192;0.4501054111033029;0.7740181268882175;0.735392135081093
122317-PP;GreyMatter;0.39942030581298815;0.6875500029924405;4.123105625617661;0.5387811649281691;0.949813547016182;0.7238789182912408
122317-PP;Hippocampus;3.7456436857153075;0.3620178041543027;29.478805945967352;0.22443805460223232;0.9354381443298969;0.38700346607485725
122317-PP;Thalamus;2.045104135225647;0.6799574939937165;34.336569426778794;0.5436444904140962;0.9075044706172535;0.7492607651081131
122317-PP;WhiteMatter;0.3429790863525323;0.8237269847750218;3.605551275463989;0.7187534145490849;0.9646074051456763;0.8539505091717821
122620;Amygdala;2.0370481075231672;0.5442974037781594;25.514701644346147;0.4249211356466877;0.7569542006181512;0.7190625315688454
122620;GreyMatter;0.42199255997618096;0.6896464847548917;5.196152422706632;0.5393620800901688;0.9560280274048953;0.721366387789815
122620;Hippocampus;3.7011856509009755;0.3587369524391842;28.39013913315678;0.22788813672178448;0.8424615384615385;0.42581997641612435
122620;Thalamus;1.2538530712918636;0.6797742902486335;17.11724276862369;0.5629997444229435;0.8576672784915735;0.7925850819961207
122620;WhiteMatter;0.3723317316416861;0.7966250111451593;3.0;0.677455399900392;0.9666696277466864;0.8240923147674533
122620-PP;Amygdala;2.0370481075231672;0.5442974037781594;25.514701644346147;0.4249211356466877;0.7569542006181512;0.7190625315688454
122620-PP;GreyMatter;0.42199255997618096;0.6896464847548917;5.196152422706632;0.5393620800901688;0.9560280274048953;0.721366387789815
122620-PP;Hippocampus;3.7011856509009755;0.3587369524391842;28.39013913315678;0.22788813672178448;0.8424615384615385;0.42581997641612435
122620-PP;Thalamus;1.2538530712918636;0.6797742902486335;17.11724276862369;0.5629997444229435;0.8576672784915735;0.7925850819961207
122620-PP;WhiteMatter;0.3723317316416862;0.7966250111451593;3.0;0.677455399900392;0.9666696277466864;0.8240923147674533
123117;Amygdala;2.538198944928774;0.48929889298892987;25.514701644346147;0.40092723241282;0.627642789523509;0.7795817958179582
123117;GreyMatter;0.4316466938860866;0.6878439568094741;5.477225575051661;0.5354152059091022;0.9616061063049373;0.7153073928082463
123117;Hippocampus;3.3357157241303055;0.3862488329223624;26.248809496813376;0.2462830102274462;0.8947426796805679;0.4316870556127457
123117;Thalamus;1.4469935323600305;0.6610275284647339;26.019223662515376;0.5333240718230126;0.8691419515508264;0.7605518607003724
123117;WhiteMatter;0.34315704567085026;0.8327810416868194;3.1622776601683795;0.7396641180513738;0.9527197087068677;0.8741091782568015
123117-PP;Amygdala;2.538198944928774;0.48929889298892987;25.514701644346147;0.40092723241282;0.627642789523509;0.7795817958179582
123117-PP;GreyMatter;0.4316466938860866;0.6878439568094741;5.477225575051661;0.5354152059091022;0.9616061063049373;0.7153073928082463
123117-PP;Hippocampus;3.3357157241303055;0.3862488329223624;26.248809496813376;0.2462830102274462;0.8947426796805679;0.4316870556127457
123117-PP;Thalamus;1.4469935323600305;0.6610275284647339;26.019223662515376;0.5333240718230126;0.8691419515508264;0.7605518607003724
123117-PP;WhiteMatter;0.34315704567085026;0.8327810416868194;3.1622776601683795;0.7396641180513738;0.9527197087068677;0.8741091782568015
123925;Amygdala;2.388455534426979;0.5096030729833547;25.079872407968907;0.3981990995497749;0.7075555555555556;0.7202304737516005
123925;GreyMatter;0.4201247427471037;0.673177397490043;4.58257569495584;0.5190118358928982;0.9576280794625538;0.7029633026924691
123925;Hippocampus;3.384303342228903;0.3811129090255304;26.60826939130014;0.23951977401129942;0.9321679859278804;0.4088457389428263
123925;Thalamus;1.510389881968306;0.7034576662815646;28.809720581775867;0.575999189161796;0.9033539977745987;0.7787176101666942
123925;WhiteMatter;0.3230346831754593;0.8260021163947615;3.1622776601683795;0.7254467181154898;0.9589195840519632;0.8613883063107833
123925-PP;Amygdala;2.388455534426979;0.5096030729833547;25.079872407968907;0.3981990995497749;0.7075555555555556;0.7202304737516005
123925-PP;GreyMatter;0.4201247427471037;0.673177397490043;4.58257569495584;0.5190118358928982;0.9576280794625538;0.7029633026924691
123925-PP;Hippocampus;3.384303342228903;0.3811129090255304;26.60826939130014;0.23951977401129942;0.9321679859278804;0.4088457389428263
123925-PP;Thalamus;1.5103898819683061;0.7034576662815646;28.809720581775867;0.575999189161796;0.9033539977745987;0.7787176101666942
123925-PP;WhiteMatter;0.3230346831754593;0.8260021163947615;3.1622776601683795;0.7254467181154898;0.9589195840519632;0.8613883063107833
124422;Amygdala;2.1163743595012106;0.5681059956152893;28.035691537752374;0.4389453527765503;0.8049702863317126;0.7057477838146984
124422;GreyMatter;0.4487754733025745;0.6614667963588726;4.47213595499958;0.5133070018423317;0.9298593313744978;0.7113622179616208
124422;Hippocampus;3.3265780388934854;0.3774501710107324;26.94438717061496;0.2395795903701042;0.889098788754306;0.42453119471635803
124422;Thalamus;1.2152970341362153;0.7357844151663563;25.079872407968907;0.6263701847792045;0.89151390204491;0.8253201811869122
124422;WhiteMatter;0.37592879125545203;0.7792047403134634;3.1622776601683795;0.648692659562024;0.9754599381117368;0.7988075264493406
124422-PP;Amygdala;2.1163743595012106;0.5681059956152893;28.035691537752374;0.4389453527765503;0.8049702863317126;0.7057477838146984
124422-PP;GreyMatter;0.4487754733025745;0.6614667963588726;4.47213595499958;0.5133070018423317;0.9298593313744978;0.7113622179616208
124422-PP;Hippocampus;3.3265780388934854;0.3774501710107324;26.94438717061496;0.2395795903701042;0.889098788754306;0.42453119471635803
124422-PP;Thalamus;1.2152970341362153;0.7357844151663563;25.079872407968907;0.6263701847792045;0.89151390204491;0.8253201811869122
124422-PP;WhiteMatter;0.37592879125545203;0.7792047403134634;3.1622776601683795;0.648692659562024;0.9754599381117368;0.7988075264493406
